Order_ID,Date,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price_INR,Total_Sales_INR,Payment_Method,State,Country,Month
ORD100247,2024-09-04,CUST4987,Home & Kitchen,Bedsheet,5,8199,40995,Cash On Delivery,West Bengal,India,9
ORD100248,2024-09-05,CUST7015,Electronics,Smartwatch,2,25479,50958,Cash On Delivery,West Bengal,India,9
ORD100249,2024-09-06,CUST2218,Home & Kitchen,Water Bottle,2,19562,39124,Cash On Delivery,Maharashtra,India,9
ORD100250,2024-09-07,CUST5496,Electronics,Tablet,1,13693,13693,Cash On Delivery,Rajasthan,India,9
ORD100251,2024-09-08,CUST5735,Fashion,Jacket,1,7910,7910,Cash On Delivery,Karnataka,India,9
ORD100252,2024-09-09,CUST5555,Electronics,Tablet,5,15461,77305,Credit Card,Karnataka,India,9
ORD100253,2024-09-10,CUST9050,Fashion,Jeans,3,2174,6522,Credit Card,Karnataka,India,9
ORD100254,2024-09-11,CUST4446,Home & Kitchen,Water Bottle,2,8096,16192,Credit Card,West Bengal,India,9
ORD100255,2024-09-12,CUST2045,Fashion,T-Shirt,5,5547,27735,Cash On Delivery,Delhi,India,9
ORD100256,2024-09-13,CUST7893,Home & Kitchen,Cookware Set,3,5760,17280,Cash On Delivery,West Bengal,India,9
ORD100257,2024-09-14,CUST2693,Home & Kitchen,Mixer Grinder,3,27917,83751,Cash On Delivery,Gujarat,India,9
ORD100258,2024-09-15,CUST4436,Beauty,Lipstick,5,18033,90165,Cash On Delivery,Gujarat,India,9
ORD100259,2024-09-16,CUST9754,Electronics,Smartwatch,2,22748,45496,Upi,Gujarat,India,9
ORD100260,2024-09-17,CUST6895,Beauty,Perfume,2,24684,49368,Debit Card,Maharashtra,India,9
ORD100261,2024-09-18,CUST4354,Beauty,Face Cream,5,29255,146275,Upi,Karnataka,India,9
ORD100262,2024-09-19,CUST1225,Grocery,Rice 5Kg,1,7545,7545,Cash On Delivery,West Bengal,India,9
ORD100263,2024-09-20,CUST5893,Home & Kitchen,Mixer Grinder,1,29464,29464,Upi,West Bengal,India,9
ORD100264,2024-09-21,CUST8022,Home & Kitchen,Water Bottle,2,18674,37348,Debit Card,Maharashtra,India,9
ORD100265,2024-09-22,CUST6600,Electronics,Smartphone,2,29837,59674,Credit Card,Rajasthan,India,9
ORD100266,2024-09-23,CUST8996,Home & Kitchen,Mixer Grinder,2,13340,26680,Credit Card,West Bengal,India,9
ORD100267,2024-09-24,CUST8683,Electronics,Laptop,2,297,594,Upi,Delhi,India,9
ORD100268,2024-09-25,CUST5642,Fashion,Jacket,4,4866,19464,Debit Card,Gujarat,India,9
ORD100269,2024-09-26,CUST8679,Beauty,Perfume,1,5255,5255,Cash On Delivery,West Bengal,India,9
ORD100270,2024-09-27,CUST9208,Home & Kitchen,Bedsheet,4,13371,53484,Debit Card,Rajasthan,India,9
ORD100271,2024-09-28,CUST8339,Grocery,Atta 10Kg,4,15139,60556,Debit Card,Rajasthan,India,9
ORD100272,2024-09-29,CUST3205,Grocery,Rice 5Kg,2,20451,40902,Upi,Gujarat,India,9
ORD100273,2024-09-30,CUST2069,Home & Kitchen,Mixer Grinder,3,10383,31149,Upi,Karnataka,India,9
ORD100274,2024-10-01,CUST4444,Home & Kitchen,Water Bottle,3,21453,64359,Debit Card,Karnataka,India,10
ORD100275,2024-10-02,CUST2060,Electronics,Headphones,2,5746,11492,Upi,Delhi,India,10
ORD100276,2024-10-03,CUST3327,Beauty,Perfume,4,28433,113732,Cash On Delivery,Karnataka,India,10
ORD100277,2024-10-04,CUST4420,Electronics,Tablet,5,7439,37195,Debit Card,Maharashtra,India,10
ORD100278,2024-10-05,CUST1301,Home & Kitchen,Cookware Set,4,29339,117356,Cash On Delivery,Rajasthan,India,10
ORD100279,2024-10-06,CUST1606,Home & Kitchen,Bedsheet,3,11316,33948,Debit Card,Delhi,India,10
ORD100280,2024-10-07,CUST4170,Home & Kitchen,Bedsheet,1,27043,27043,Debit Card,Maharashtra,India,10
ORD100281,2024-10-08,CUST1699,Grocery,Tea 1Kg,4,17271,69084,Upi,Delhi,India,10
ORD100282,2024-10-09,CUST6088,Fashion,Shoes,3,2791,8373,Cash On Delivery,Maharashtra,India,10
ORD100283,2024-10-10,CUST1190,Beauty,Hair Dryer,1,25350,25350,Debit Card,West Bengal,India,10
ORD100284,2024-10-11,CUST1980,Grocery,Rice 5Kg,5,23913,119565,Cash On Delivery,Karnataka,India,10
ORD100285,2024-10-12,CUST3975,Home & Kitchen,Bedsheet,3,8638,25914,Upi,Delhi,India,10
ORD100286,2024-10-13,CUST7102,Electronics,Headphones,1,27019,27019,Cash On Delivery,Maharashtra,India,10
ORD100287,2024-10-14,CUST2184,Home & Kitchen,Cookware Set,5,426,2130,Cash On Delivery,West Bengal,India,10
ORD100288,2024-10-15,CUST4327,Grocery,Rice 5Kg,4,11949,47796,Credit Card,Gujarat,India,10
ORD100289,2024-10-16,CUST4394,Beauty,Lipstick,4,24128,96512,Credit Card,Delhi,India,10
ORD100290,2024-10-17,CUST9319,Fashion,Jacket,1,11164,11164,Credit Card,Gujarat,India,10
ORD100291,2024-10-18,CUST2816,Beauty,Lipstick,4,26597,106388,Cash On Delivery,Gujarat,India,10
ORD100292,2024-10-19,CUST6854,Grocery,Tea 1Kg,2,24965,49930,Upi,Maharashtra,India,10
ORD100293,2024-10-20,CUST7709,Beauty,Lipstick,2,12528,25056,Debit Card,Delhi,India,10
ORD100294,2024-10-21,CUST1569,Home & Kitchen,Cookware Set,3,7296,21888,Upi,Rajasthan,India,10
ORD100295,2024-10-22,CUST6442,Grocery,Tea 1Kg,3,11301,33903,Debit Card,Delhi,India,10
ORD100296,2024-10-23,CUST2895,Electronics,Tablet,5,22633,113165,Debit Card,Gujarat,India,10
ORD100297,2024-10-24,CUST3733,Fashion,Jeans,1,5979,5979,Upi,Karnataka,India,10
ORD100298,2024-10-25,CUST4863,Beauty,Lipstick,2,22624,45248,Debit Card,Rajasthan,India,10
ORD100299,2024-10-26,CUST8455,Grocery,Atta 10Kg,1,28476,28476,Credit Card,West Bengal,India,10
ORD100300,2024-10-27,CUST5014,Fashion,Shoes,4,17043,68172,Debit Card,Maharashtra,India,10
ORD100301,2024-10-28,CUST2686,Electronics,Headphones,4,29716,118864,Debit Card,Gujarat,India,10
ORD100302,2024-10-29,CUST4009,Electronics,Headphones,3,2654,7962,Debit Card,Delhi,India,10
ORD100303,2024-10-30,CUST8806,Home & Kitchen,Water Bottle,4,21180,84720,Debit Card,Rajasthan,India,10
ORD100304,2024-10-31,CUST1154,Beauty,Hair Dryer,3,8987,26961,Upi,Maharashtra,India,10
ORD100305,2024-11-01,CUST2409,Home & Kitchen,Cookware Set,1,20762,20762,Debit Card,Rajasthan,India,11
ORD100306,2024-11-02,CUST1784,Beauty,Hair Dryer,3,24464,73392,Cash On Delivery,Karnataka,India,11
ORD100307,2024-11-03,CUST9096,Grocery,Atta 10Kg,1,11202,11202,Debit Card,Karnataka,India,11
ORD100308,2024-11-04,CUST8560,Electronics,Tablet,3,19574,58722,Credit Card,Karnataka,India,11
ORD100309,2024-11-05,CUST8343,Grocery,Rice 5Kg,4,10904,43616,Upi,Rajasthan,India,11
ORD100310,2024-11-06,CUST8206,Electronics,Tablet,1,14165,14165,Upi,Delhi,India,11
ORD100311,2024-11-07,CUST6596,Beauty,Face Cream,3,27157,81471,Upi,Rajasthan,India,11
ORD100312,2024-11-08,CUST6801,Fashion,Jeans,4,17571,70284,Upi,Gujarat,India,11
ORD100313,2024-11-09,CUST3806,Grocery,Cooking Oil,1,19782,19782,Credit Card,West Bengal,India,11
ORD100314,2024-11-10,CUST1537,Electronics,Tablet,3,978,2934,Credit Card,Rajasthan,India,11
ORD100315,2024-11-11,CUST6986,Grocery,Atta 10Kg,5,17932,89660,Upi,Karnataka,India,11
ORD100316,2024-11-12,CUST2841,Beauty,Lipstick,1,7356,7356,Upi,West Bengal,India,11
ORD100317,2024-11-13,CUST9716,Grocery,Rice 5Kg,4,25834,103336,Credit Card,Maharashtra,India,11
ORD100318,2024-11-14,CUST7971,Electronics,Smartwatch,4,6781,27124,Credit Card,Karnataka,India,11
ORD100319,2024-11-15,CUST6625,Electronics,Headphones,2,29691,59382,Credit Card,West Bengal,India,11
ORD100320,2024-11-16,CUST3950,Grocery,Atta 10Kg,4,29376,117504,Debit Card,West Bengal,India,11
ORD100321,2024-11-17,CUST8992,Fashion,Jeans,4,971,3884,Cash On Delivery,Rajasthan,India,11
ORD100322,2024-11-18,CUST5780,Grocery,Atta 10Kg,4,393,1572,Debit Card,Gujarat,India,11
ORD100323,2024-11-19,CUST3368,Electronics,Smartphone,1,28569,28569,Upi,Maharashtra,India,11
ORD100324,2024-11-20,CUST7655,Fashion,Shoes,2,4578,9156,Cash On Delivery,Delhi,India,11
ORD100325,2024-11-21,CUST9173,Home & Kitchen,Mixer Grinder,1,10532,10532,Upi,West Bengal,India,11
ORD100326,2024-11-22,CUST5495,Beauty,Lipstick,3,18039,54117,Cash On Delivery,West Bengal,India,11
ORD100327,2024-11-23,CUST7002,Electronics,Smartwatch,5,21677,108385,Credit Card,Maharashtra,India,11
ORD100328,2024-11-24,CUST7614,Electronics,Headphones,4,5187,20748,Credit Card,Maharashtra,India,11
ORD100329,2024-11-25,CUST6919,Grocery,Rice 5Kg,1,17287,17287,Credit Card,Rajasthan,India,11
ORD100330,2024-11-26,CUST1853,Beauty,Hair Dryer,1,18384,18384,Upi,West Bengal,India,11
ORD100331,2024-11-27,CUST5146,Electronics,Smartphone,5,3066,15330,Debit Card,Delhi,India,11
ORD100332,2024-11-28,CUST4769,Electronics,Smartwatch,3,1717,5151,Debit Card,Delhi,India,11
ORD100333,2024-11-29,CUST1574,Grocery,Atta 10Kg,5,28872,144360,Debit Card,Karnataka,India,11
ORD100334,2024-11-30,CUST2148,Fashion,Jacket,5,22716,113580,Cash On Delivery,West Bengal,India,11
ORD100335,2024-12-01,CUST7293,Grocery,Tea 1Kg,1,28148,28148,Debit Card,Gujarat,India,12
ORD100336,2024-12-02,CUST7457,Fashion,Shoes,5,4815,24075,Debit Card,Maharashtra,India,12
ORD100337,2024-12-03,CUST8509,Grocery,Atta 10Kg,1,22390,22390,Credit Card,Karnataka,India,12
ORD100338,2024-12-04,CUST5777,Home & Kitchen,Cookware Set,4,17573,70292,Debit Card,Maharashtra,India,12
ORD100339,2024-12-05,CUST4854,Fashion,Shoes,5,1974,9870,Cash On Delivery,Karnataka,India,12
ORD100340,2024-12-06,CUST3491,Fashion,T-Shirt,1,16915,16915,Debit Card,Gujarat,India,12
ORD100341,2024-12-07,CUST4124,Electronics,Laptop,5,20784,103920,Credit Card,Gujarat,India,12
ORD100342,2024-12-08,CUST6691,Beauty,Perfume,5,9301,46505,Debit Card,Gujarat,India,12
ORD100343,2024-12-09,CUST4051,Electronics,Smartphone,4,17354,69416,Credit Card,Karnataka,India,12
ORD100344,2024-12-10,CUST1004,Beauty,Face Cream,2,1828,3656,Debit Card,Rajasthan,India,12
ORD100345,2024-12-11,CUST6222,Home & Kitchen,Mixer Grinder,1,28869,28869,Debit Card,Karnataka,India,12
ORD100346,2024-12-12,CUST6315,Beauty,Face Cream,5,2198,10990,Upi,Gujarat,India,12
ORD100347,2024-12-13,CUST5869,Grocery,Cooking Oil,1,9542,9542,Debit Card,Maharashtra,India,12
ORD100348,2024-12-14,CUST1876,Electronics,Tablet,5,13949,69745,Credit Card,Delhi,India,12
ORD100349,2024-12-15,CUST8027,Fashion,Jeans,5,25150,125750,Upi,Maharashtra,India,12
ORD100350,2024-12-16,CUST5142,Home & Kitchen,Cookware Set,4,28211,112844,Cash On Delivery,Gujarat,India,12
ORD100351,2024-12-17,CUST7966,Beauty,Perfume,4,19827,79308,Debit Card,Maharashtra,India,12
ORD100352,2024-12-18,CUST8079,Beauty,Lipstick,2,16578,33156,Credit Card,Maharashtra,India,12
ORD100353,2024-12-19,CUST8987,Fashion,Jacket,1,10335,10335,Cash On Delivery,Gujarat,India,12
ORD100354,2024-12-20,CUST7799,Fashion,T-Shirt,4,6764,27056,Upi,Maharashtra,India,12
ORD100355,2024-12-21,CUST5465,Fashion,Jeans,5,19857,99285,Credit Card,Karnataka,India,12
ORD100356,2024-12-22,CUST1635,Fashion,Jeans,3,11446,34338,Credit Card,Delhi,India,12
ORD100357,2024-12-23,CUST2693,Beauty,Face Cream,1,18413,18413,Cash On Delivery,West Bengal,India,12
ORD100358,2024-12-24,CUST5752,Home & Kitchen,Water Bottle,4,26239,104956,Credit Card,Karnataka,India,12
ORD100359,2024-12-25,CUST9311,Electronics,Tablet,1,18484,18484,Upi,Gujarat,India,12
ORD100360,2024-12-26,CUST1830,Beauty,Perfume,3,4852,14556,Credit Card,Karnataka,India,12
ORD100361,2024-12-27,CUST6177,Beauty,Hair Dryer,3,6791,20373,Credit Card,Delhi,India,12
ORD100362,2024-12-28,CUST9932,Beauty,Hair Dryer,3,22852,68556,Credit Card,West Bengal,India,12
ORD100363,2024-12-29,CUST9308,Home & Kitchen,Mixer Grinder,2,18756,37512,Credit Card,West Bengal,India,12
ORD100364,2024-12-30,CUST6949,Fashion,T-Shirt,3,27934,83802,Cash On Delivery,Rajasthan,India,12
ORD100365,2024-12-31,CUST3838,Home & Kitchen,Water Bottle,1,19000,19000,Upi,West Bengal,India,12
ORD100366,2025-01-01,CUST2150,Beauty,Perfume,4,2136,8544,Cash On Delivery,West Bengal,India,1
ORD100367,2025-01-02,CUST8560,Fashion,T-Shirt,5,16048,80240,Upi,Maharashtra,India,1
ORD100368,2025-01-03,CUST2931,Home & Kitchen,Mixer Grinder,5,5698,28490,Debit Card,Delhi,India,1
ORD100369,2025-01-04,CUST2664,Home & Kitchen,Cookware Set,5,24314,121570,Upi,Gujarat,India,1
ORD100370,2025-01-05,CUST2081,Grocery,Cooking Oil,4,26332,105328,Debit Card,Karnataka,India,1
ORD100371,2025-01-06,CUST1512,Fashion,Jeans,1,1827,1827,Debit Card,West Bengal,India,1
ORD100372,2025-01-07,CUST8805,Grocery,Atta 10Kg,2,26962,53924,Debit Card,Karnataka,India,1
ORD100373,2025-01-08,CUST6237,Grocery,Rice 5Kg,3,20419,61257,Cash On Delivery,Gujarat,India,1
ORD100374,2025-01-09,CUST1559,Electronics,Laptop,3,12652,37956,Cash On Delivery,West Bengal,India,1
ORD100375,2025-01-10,CUST4672,Fashion,T-Shirt,1,2860,2860,Credit Card,Karnataka,India,1
ORD100376,2025-01-11,CUST8404,Beauty,Perfume,3,1340,4020,Debit Card,Gujarat,India,1
ORD100377,2025-01-12,CUST4343,Grocery,Atta 10Kg,4,10685,42740,Credit Card,West Bengal,India,1
ORD100378,2025-01-13,CUST5070,Beauty,Perfume,4,7884,31536,Cash On Delivery,Maharashtra,India,1
ORD100379,2025-01-14,CUST1580,Fashion,T-Shirt,2,16083,32166,Upi,Rajasthan,India,1
ORD100380,2025-01-15,CUST8004,Beauty,Perfume,2,27443,54886,Cash On Delivery,Karnataka,India,1
ORD100381,2025-01-16,CUST9130,Home & Kitchen,Water Bottle,3,28264,84792,Cash On Delivery,Rajasthan,India,1
ORD100382,2025-01-17,CUST4147,Beauty,Perfume,1,6842,6842,Upi,Gujarat,India,1
ORD100383,2025-01-18,CUST5249,Beauty,Face Cream,3,28953,86859,Debit Card,Karnataka,India,1
ORD100384,2025-01-19,CUST2679,Fashion,Jeans,5,20842,104210,Cash On Delivery,Maharashtra,India,1
ORD100385,2025-01-20,CUST4506,Fashion,T-Shirt,1,2584,2584,Upi,Maharashtra,India,1
ORD100386,2025-01-21,CUST8253,Beauty,Perfume,3,2690,8070,Upi,West Bengal,India,1
ORD100387,2025-01-22,CUST3744,Grocery,Atta 10Kg,2,27303,54606,Upi,Rajasthan,India,1
ORD100388,2025-01-23,CUST6188,Beauty,Perfume,2,22513,45026,Upi,Rajasthan,India,1
ORD100389,2025-01-24,CUST3141,Fashion,Shoes,1,20319,20319,Cash On Delivery,Delhi,India,1
ORD100390,2025-01-25,CUST7617,Electronics,Headphones,3,24121,72363,Upi,Gujarat,India,1
ORD100391,2025-01-26,CUST3479,Beauty,Face Cream,4,224,896,Upi,West Bengal,India,1
ORD100392,2025-01-27,CUST7484,Grocery,Rice 5Kg,5,18819,94095,Debit Card,Maharashtra,India,1
ORD100393,2025-01-28,CUST8421,Electronics,Tablet,3,10633,31899,Credit Card,Maharashtra,India,1
ORD100394,2025-01-29,CUST5452,Fashion,Shoes,3,20010,60030,Credit Card,Delhi,India,1
ORD100395,2025-01-30,CUST6881,Fashion,T-Shirt,5,10407,52035,Upi,Gujarat,India,1
ORD100396,2025-01-31,CUST7665,Grocery,Atta 10Kg,3,8749,26247,Cash On Delivery,Gujarat,India,1
ORD100397,2025-02-01,CUST3849,Electronics,Laptop,2,24131,48262,Cash On Delivery,Rajasthan,India,2
ORD100398,2025-02-02,CUST8390,Home & Kitchen,Cookware Set,2,13524,27048,Credit Card,Karnataka,India,2
ORD100399,2025-02-03,CUST7905,Beauty,Lipstick,3,3901,11703,Debit Card,West Bengal,India,2
ORD100400,2025-02-04,CUST3489,Grocery,Atta 10Kg,1,15792,15792,Upi,Rajasthan,India,2
ORD100401,2025-02-05,CUST5611,Grocery,Rice 5Kg,3,13564,40692,Upi,Delhi,India,2
ORD100402,2025-02-06,CUST3839,Electronics,Smartphone,2,15569,31138,Cash On Delivery,Karnataka,India,2
ORD100403,2025-02-07,CUST9527,Fashion,Jacket,2,15573,31146,Cash On Delivery,Gujarat,India,2
ORD100404,2025-02-08,CUST6878,Fashion,T-Shirt,4,1428,5712,Debit Card,Delhi,India,2
ORD100405,2025-02-09,CUST7303,Home & Kitchen,Water Bottle,2,5145,10290,Debit Card,Gujarat,India,2
ORD100406,2025-02-10,CUST1851,Beauty,Face Cream,4,16120,64480,Debit Card,Maharashtra,India,2
ORD100407,2025-02-11,CUST2687,Electronics,Laptop,5,18393,91965,Credit Card,Rajasthan,India,2
ORD100408,2025-02-12,CUST7833,Electronics,Laptop,1,2637,2637,Cash On Delivery,West Bengal,India,2
ORD100409,2025-02-13,CUST3427,Electronics,Smartwatch,4,8018,32072,Upi,Maharashtra,India,2
ORD100410,2025-02-14,CUST5000,Beauty,Perfume,1,5993,5993,Cash On Delivery,Karnataka,India,2
ORD100411,2025-02-15,CUST6052,Fashion,Shoes,3,10580,31740,Upi,Delhi,India,2
ORD100412,2025-02-16,CUST3738,Fashion,Jeans,5,10840,54200,Debit Card,Gujarat,India,2
ORD100413,2025-02-17,CUST6732,Home & Kitchen,Mixer Grinder,1,12291,12291,Upi,Delhi,India,2
ORD100414,2025-02-18,CUST6387,Home & Kitchen,Bedsheet,5,12380,61900,Upi,Delhi,India,2
ORD100415,2025-02-19,CUST9002,Grocery,Rice 5Kg,4,722,2888,Cash On Delivery,Maharashtra,India,2
ORD100416,2025-02-20,CUST6536,Electronics,Smartphone,5,16411,82055,Debit Card,Delhi,India,2
ORD100417,2025-02-21,CUST4913,Fashion,T-Shirt,2,13400,26800,Credit Card,West Bengal,India,2
ORD100418,2025-02-22,CUST2066,Fashion,Jacket,1,1578,1578,Cash On Delivery,Gujarat,India,2
ORD100419,2025-02-23,CUST8723,Beauty,Lipstick,1,9283,9283,Upi,Maharashtra,India,2
ORD100420,2025-02-24,CUST5380,Home & Kitchen,Mixer Grinder,5,13611,68055,Cash On Delivery,Gujarat,India,2
ORD100421,2025-02-25,CUST5107,Electronics,Smartphone,3,20477,61431,Upi,Rajasthan,India,2
ORD100422,2025-02-26,CUST6726,Fashion,T-Shirt,5,18356,91780,Upi,Gujarat,India,2
ORD100423,2025-02-27,CUST4373,Fashion,Shoes,3,29923,89769,Cash On Delivery,Rajasthan,India,2
ORD100424,2025-02-28,CUST9945,Fashion,T-Shirt,4,15023,60092,Credit Card,Rajasthan,India,2
ORD100425,2025-03-01,CUST3082,Electronics,Tablet,5,11715,58575,Debit Card,Delhi,India,3
ORD100426,2025-03-02,CUST9967,Grocery,Rice 5Kg,1,4413,4413,Credit Card,Rajasthan,India,3
ORD100427,2025-03-03,CUST7748,Grocery,Tea 1Kg,5,12049,60245,Upi,Rajasthan,India,3
ORD100428,2025-03-04,CUST1417,Grocery,Cooking Oil,2,10397,20794,Cash On Delivery,Maharashtra,India,3
ORD100429,2025-03-05,CUST9306,Home & Kitchen,Bedsheet,1,8778,8778,Upi,Rajasthan,India,3
ORD100430,2025-03-06,CUST9808,Fashion,Shoes,4,24287,97148,Debit Card,West Bengal,India,3
ORD100431,2025-03-07,CUST4974,Electronics,Tablet,2,19843,39686,Credit Card,Gujarat,India,3
ORD100432,2025-03-08,CUST4267,Electronics,Tablet,4,11223,44892,Cash On Delivery,Maharashtra,India,3
ORD100433,2025-03-09,CUST1825,Fashion,Shoes,4,4066,16264,Upi,Rajasthan,India,3
ORD100434,2025-03-10,CUST8668,Home & Kitchen,Bedsheet,1,26473,26473,Credit Card,West Bengal,India,3
ORD100435,2025-03-11,CUST6745,Grocery,Rice 5Kg,1,22782,22782,Debit Card,Gujarat,India,3
ORD100436,2025-03-12,CUST1412,Fashion,T-Shirt,4,14039,56156,Upi,Delhi,India,3
ORD100437,2025-03-13,CUST8543,Fashion,T-Shirt,4,20986,83944,Cash On Delivery,Maharashtra,India,3
ORD100438,2025-03-14,CUST8587,Beauty,Lipstick,1,27806,27806,Cash On Delivery,Maharashtra,India,3
ORD100439,2025-03-15,CUST1728,Grocery,Cooking Oil,3,25419,76257,Upi,Delhi,India,3
ORD100440,2025-03-16,CUST8164,Electronics,Smartwatch,2,21929,43858,Upi,Karnataka,India,3
ORD100441,2025-03-17,CUST9867,Fashion,Jeans,4,26017,104068,Credit Card,Karnataka,India,3
ORD100442,2025-03-18,CUST6988,Electronics,Smartwatch,4,12921,51684,Debit Card,Delhi,India,3
ORD100443,2025-03-19,CUST3504,Fashion,Shoes,1,9944,9944,Credit Card,Delhi,India,3
ORD100444,2025-03-20,CUST3967,Fashion,Jeans,2,11904,23808,Upi,Gujarat,India,3
ORD100445,2025-03-21,CUST3786,Home & Kitchen,Bedsheet,5,22994,114970,Upi,West Bengal,India,3
ORD100446,2025-03-22,CUST2122,Fashion,Jeans,4,18578,74312,Upi,Delhi,India,3
ORD100447,2025-03-23,CUST5079,Electronics,Tablet,4,9984,39936,Credit Card,Maharashtra,India,3
ORD100448,2025-03-24,CUST2571,Home & Kitchen,Cookware Set,1,16441,16441,Cash On Delivery,West Bengal,India,3
ORD100449,2025-03-25,CUST6073,Fashion,T-Shirt,3,2495,7485,Upi,Rajasthan,India,3
ORD100450,2025-03-26,CUST6104,Home & Kitchen,Cookware Set,3,12201,36603,Credit Card,West Bengal,India,3
ORD100451,2025-03-27,CUST3143,Grocery,Cooking Oil,5,24141,120705,Credit Card,Rajasthan,India,3
ORD100452,2025-03-28,CUST7806,Home & Kitchen,Cookware Set,2,10741,21482,Debit Card,West Bengal,India,3
ORD100453,2025-03-29,CUST8357,Beauty,Hair Dryer,5,10959,54795,Upi,Karnataka,India,3
ORD100454,2025-03-30,CUST4440,Beauty,Lipstick,1,24472,24472,Upi,Delhi,India,3
ORD100455,2025-03-31,CUST4766,Home & Kitchen,Bedsheet,4,11955,47820,Upi,Rajasthan,India,3
ORD100456,2025-04-01,CUST6644,Fashion,Jeans,4,19327,77308,Credit Card,Delhi,India,4
ORD100457,2025-04-02,CUST3914,Electronics,Tablet,3,8748,26244,Credit Card,Maharashtra,India,4
ORD100458,2025-04-03,CUST5968,Beauty,Perfume,2,26059,52118,Debit Card,Karnataka,India,4
ORD100459,2025-04-04,CUST6917,Grocery,Atta 10Kg,5,28201,141005,Debit Card,Maharashtra,India,4
ORD100460,2025-04-05,CUST9787,Beauty,Face Cream,2,17513,35026,Credit Card,West Bengal,India,4
ORD100461,2025-04-06,CUST1728,Fashion,Jeans,1,24178,24178,Debit Card,Maharashtra,India,4
ORD100462,2025-04-07,CUST2365,Fashion,Jacket,2,22557,45114,Credit Card,West Bengal,India,4
ORD100463,2025-04-08,CUST5492,Fashion,T-Shirt,5,22801,114005,Upi,Karnataka,India,4
ORD100464,2025-04-09,CUST1698,Fashion,Jacket,4,4209,16836,Upi,Delhi,India,4
ORD100465,2025-04-10,CUST8186,Home & Kitchen,Water Bottle,2,20222,40444,Credit Card,Delhi,India,4
ORD100466,2025-04-11,CUST1395,Grocery,Atta 10Kg,1,4644,4644,Cash On Delivery,Delhi,India,4
ORD100467,2025-04-12,CUST8400,Grocery,Rice 5Kg,2,2987,5974,Credit Card,Maharashtra,India,4
ORD100468,2025-04-13,CUST9082,Beauty,Hair Dryer,3,2376,7128,Upi,Maharashtra,India,4
ORD100469,2025-04-14,CUST5171,Electronics,Headphones,4,2651,10604,Credit Card,West Bengal,India,4
ORD100470,2025-04-15,CUST5360,Beauty,Perfume,1,28206,28206,Credit Card,Delhi,India,4
ORD100471,2025-04-16,CUST3502,Electronics,Laptop,5,8507,42535,Cash On Delivery,West Bengal,India,4
ORD100472,2025-04-17,CUST1717,Grocery,Atta 10Kg,2,19592,39184,Upi,Gujarat,India,4
ORD100473,2025-04-18,CUST3782,Home & Kitchen,Cookware Set,5,20283,101415,Debit Card,Gujarat,India,4
ORD100474,2025-04-19,CUST5946,Beauty,Face Cream,1,14412,14412,Upi,Gujarat,India,4
ORD100475,2025-04-20,CUST6486,Electronics,Laptop,5,26736,133680,Cash On Delivery,West Bengal,India,4
ORD100476,2025-04-21,CUST9335,Grocery,Tea 1Kg,3,3071,9213,Upi,Delhi,India,4
ORD100477,2025-04-22,CUST5980,Beauty,Lipstick,2,28730,57460,Upi,Delhi,India,4
ORD100478,2025-04-23,CUST8266,Fashion,Jeans,2,13039,26078,Upi,West Bengal,India,4
ORD100479,2025-04-24,CUST5491,Fashion,Jeans,2,8475,16950,Cash On Delivery,Gujarat,India,4
ORD100480,2025-04-25,CUST8192,Grocery,Rice 5Kg,1,9783,9783,Cash On Delivery,Delhi,India,4
ORD100481,2025-04-26,CUST6588,Fashion,Shoes,1,21154,21154,Credit Card,Karnataka,India,4
ORD100482,2025-04-27,CUST8651,Beauty,Face Cream,1,15242,15242,Cash On Delivery,Delhi,India,4
ORD100483,2025-04-28,CUST4636,Grocery,Tea 1Kg,2,14500,29000,Cash On Delivery,Gujarat,India,4
ORD100484,2025-04-29,CUST2167,Beauty,Hair Dryer,1,27256,27256,Cash On Delivery,West Bengal,India,4
ORD100485,2025-04-30,CUST2062,Fashion,Jeans,5,17164,85820,Upi,Rajasthan,India,4
ORD100486,2025-05-01,CUST3156,Electronics,Smartphone,5,4032,20160,Credit Card,Karnataka,India,5
ORD100487,2025-05-02,CUST8860,Grocery,Rice 5Kg,2,27503,55006,Upi,Rajasthan,India,5
ORD100488,2025-05-03,CUST6161,Grocery,Tea 1Kg,3,25159,75477,Credit Card,Delhi,India,5
ORD100489,2025-05-04,CUST6305,Fashion,Jacket,4,19693,78772,Debit Card,Delhi,India,5
ORD100490,2025-05-05,CUST7541,Fashion,Jeans,1,26764,26764,Debit Card,West Bengal,India,5
ORD100491,2025-05-06,CUST5729,Home & Kitchen,Cookware Set,5,23264,116320,Debit Card,Delhi,India,5
ORD100492,2025-05-07,CUST8330,Electronics,Headphones,4,12014,48056,Upi,Rajasthan,India,5
ORD100493,2025-05-08,CUST6334,Grocery,Tea 1Kg,1,25047,25047,Debit Card,Delhi,India,5
ORD100494,2025-05-09,CUST9924,Home & Kitchen,Cookware Set,3,12741,38223,Upi,Maharashtra,India,5
ORD100495,2025-05-10,CUST5330,Beauty,Lipstick,2,11165,22330,Upi,Maharashtra,India,5
ORD100496,2025-05-11,CUST9010,Fashion,Jacket,4,13622,54488,Debit Card,Maharashtra,India,5
